csvfile,Ensembl,Ensembl_no_version,Expression,logFC,AveExpr,t,P.Value,adj.P.Val,B
Age.csv,ENSG00000206743.1,ENSG00000206743,underexpressed,-0.301343316323546,1.90288386228121,-11.7895330143496,5.3675300930726705e-31,4.10118653710212e-30,59.4294419191283
Age.csv,ENSG00000241985.1,ENSG00000241985,underexpressed,-0.385865922131277,2.3500836567137,-11.7899829899278,5.34090305601822e-31,4.08624414664728e-30,59.3940547981794
Age.csv,ENSG00000228728.1,ENSG00000228728,underexpressed,-0.306268243523522,2.04482930872637,-11.7837815132903,5.71971499505122e-31,4.3631725854888495e-30,59.3468729912425
Age.csv,ENSG00000214331.8,ENSG00000214331,underexpressed,-0.263495280396107,2.47436592837408,-11.782433409859,5.80553064188973e-31,4.42144310923945e-30,59.3076419181223
Age.csv,ENSG00000241913.1,ENSG00000241913,underexpressed,-0.292834676203932,1.72861931511068,-11.7762815772225,6.21365881613607e-31,4.726513060546649e-30,59.3003083161978
Age.csv,ENSG00000188064.10,ENSG00000188064,overexpressed,0.442943407344706,3.94980224363303,11.7827736431071,5.783752632949599e-31,4.4084368910552096e-30,59.2910912386773
Age.csv,ENSG00000256450.1,ENSG00000256450,underexpressed,-0.278135892519185,1.48852192420016,-11.7713463963463,6.56157534764882e-31,4.9810615285793795e-30,59.2588635144473
Age.csv,ENSG00000224003.1,ENSG00000224003,underexpressed,-0.304323244715609,2.14082172057701,-11.7747107384224,6.322362332615331e-31,4.80725061350621e-30,59.2531910952803
Age.csv,ENSG00000239742.3,ENSG00000239742,underexpressed,-0.342142171343544,1.88571005738016,-11.7712983176079,6.56505823145189e-31,4.98168941365593e-30,59.2328840124762
Age.csv,ENSG00000206755.1,ENSG00000206755,underexpressed,-0.288483052815622,1.70078997158553,-11.7684428915551,6.7752363693270996e-31,5.13251094015169e-30,59.2199049832891
Age.csv,ENSG00000232400.1,ENSG00000232400,underexpressed,-0.319695545743248,1.83242029469026,-11.7685818344693,6.76485624433274e-31,5.127077714391659e-30,59.2129315742322
Age.csv,ENSG00000225311.1,ENSG00000225311,underexpressed,-0.300454994823655,1.69006305820629,-11.7654966294636,6.99910870656925e-31,5.2939226257187894e-30,59.1910085955614
Age.csv,ENSG00000238457.1,ENSG00000238457,underexpressed,-0.356861759885877,1.83157638755477,-11.7657846729663,6.97690141192987e-31,5.2792544043961496e-30,59.1740270462694
Age.csv,ENSG00000253476.1,ENSG00000253476,underexpressed,-0.268998956411787,2.33792951629444,-11.7684126548061,6.777497387117891e-31,5.13251094015169e-30,59.1706710178197
Age.csv,ENSG00000245711.2,ENSG00000245711,underexpressed,-0.26437810797348,2.02945913018621,-11.7659385745319,6.965064767350871e-31,5.2724247338969995e-30,59.1639948635877
Age.csv,ENSG00000234624.2,ENSG00000234624,underexpressed,-0.256125376055916,1.77348735361416,-11.7599622868426,7.439689761732851e-31,5.6181038868995495e-30,59.1270735486349
Age.csv,ENSG00000221203.1,ENSG00000221203,underexpressed,-0.330631036973304,1.76496406120965,-11.7575945149301,7.63649949181176e-31,5.7597690980058296e-30,59.0934614153858
Age.csv,ENSG00000271159.1,ENSG00000271159,underexpressed,-0.29596887716785,1.58230203579839,-11.755562154906,7.809549139482811e-31,5.883193685077049e-30,59.0892537819004
Age.csv,ENSG00000200138.1,ENSG00000200138,underexpressed,-0.331308786750556,1.82604320463486,-11.7560091616875,7.771156641967491e-31,5.856623394537009e-30,59.0672885250685
Age.csv,ENSG00000199568.1,ENSG00000199568,underexpressed,-0.896707951955108,3.91580044500251,-11.7647736403385,7.05515883098454e-31,5.3341664390007194e-30,59.0601443094211
Age.csv,ENSG00000227197.1,ENSG00000227197,underexpressed,-0.291139845240981,1.66971570173748,-11.7513364005564,8.18192980700013e-31,6.1563032218094e-30,59.0358200718676
Age.csv,ENSG00000226410.1,ENSG00000226410,underexpressed,-0.324435749298198,1.85791835171181,-11.7499980170566,8.30350885509136e-31,6.2427743127777e-30,58.9996292847851
Age.csv,ENSG00000225442.2,ENSG00000225442,underexpressed,-0.291676881132071,1.7044646439148,-11.7474179291083,8.542971916039411e-31,6.41509476385378e-30,58.9912909459277
Age.csv,ENSG00000269997.1,ENSG00000269997,underexpressed,-0.349897839570476,2.40894284511517,-11.7504968596411,8.257985494565761e-31,6.21103816788551e-30,58.9581594288581
Age.csv,ENSG00000252804.1,ENSG00000252804,underexpressed,-0.290216394289674,1.58783644031442,-11.7416310054819,9.10530795240218e-31,6.82643351603358e-30,58.9382023776488
Age.csv,ENSG00000239300.6,ENSG00000239300,underexpressed,-0.331510820738841,2.54169480619247,-11.7482085650236,8.46887140875704e-31,6.3619979930102e-30,58.9269246557182
Age.csv,ENSG00000172893.16,ENSG00000172893,overexpressed,0.296414004418417,5.56338319580618,11.7549580871843,7.861730815787099e-31,5.917750667838459e-30,58.8970269242527
Age.csv,ENSG00000271639.1,ENSG00000271639,underexpressed,-0.286234720348519,1.63725303887,-11.7340323669449,9.89988793258946e-31,7.395543522083359e-30,58.8514671590731
Age.csv,ENSG00000202515.1,ENSG00000202515,underexpressed,-0.377194053709355,1.90850961476645,-11.7363781247094,9.647511817940861e-31,7.218509241361569e-30,58.8491551746933
Age.csv,ENSG00000206700.1,ENSG00000206700,underexpressed,-0.296310861406956,1.55242250387749,-11.7294108772362,1.04164525204213e-30,7.76905830529077e-30,58.8103317704757
Age.csv,ENSG00000204764.14,ENSG00000204764,underexpressed,-0.265635262352113,2.489298046343,-11.730710249514,1.02685686740771e-30,7.664855200490939e-30,58.7410846097314
Age.csv,ENSG00000201566.1,ENSG00000201566,underexpressed,-0.398061281337719,2.01165234133215,-11.7263996089963,1.0767353456052799e-30,8.0243947607723e-30,58.7307217718568
Age.csv,ENSG00000225928.2,ENSG00000225928,underexpressed,-0.309976006356741,1.74942007356463,-11.7235913744129,1.11051669596638e-30,8.26629848529259e-30,58.7274534651289
Age.csv,ENSG00000275567.1,ENSG00000275567,underexpressed,-0.2940307151245,1.76938396040156,-11.7189687081624,1.16843236755692e-30,8.6870607810673e-30,58.6796963850052
Age.csv,ENSG00000279500.1,ENSG00000279500,underexpressed,-0.268797395360892,2.03093679704175,-11.7181731872047,1.1786974676637598e-30,8.75990772521267e-30,58.6452949237999
Age.csv,ENSG00000202227.1,ENSG00000202227,underexpressed,-0.275378338037917,2.14643684155776,-11.7149823012969,1.2207796093032598e-30,9.065472648974869e-30,58.5926274958972
Age.csv,ENSG00000238249.2,ENSG00000238249,overexpressed,0.341429995238877,2.00394728911869,11.705580895007,1.3536422073922199e-30,1.0004578615549e-29,58.5915755118319
Age.csv,ENSG00000152818.18,ENSG00000152818,underexpressed,-0.363849331812759,5.62159217412041,-11.7256857679909,1.0852243961672699e-30,8.084447666126139e-30,58.5908044838608
Age.csv,ENSG00000279236.1,ENSG00000279236,underexpressed,-0.308018364627062,1.80898973278577,-11.7080698230586,1.3171307136408498e-30,9.75779538960314e-30,58.5552089614764
Age.csv,ENSG00000274799.1,ENSG00000274799,underexpressed,-0.266665921761888,1.62872701341942,-11.7060660619541,1.3464469875143699e-30,9.95924786742691e-30,58.5519599101069
Age.csv,ENSG00000228288.7,ENSG00000228288,overexpressed,0.363119639982799,3.09076559777978,11.70788545745,1.31980139680881e-30,9.7732128674261e-30,58.533467422746
Age.csv,ENSG00000223263.1,ENSG00000223263,underexpressed,-0.30201965496823,2.6107701156799,-11.7123900913954,1.2560623685759899e-30,9.31641672983333e-30,58.5233081069234
Age.csv,ENSG00000221102.1,ENSG00000221102,underexpressed,-0.319001434101528,1.80121444785533,-11.7059321038679,1.3484298339908499e-30,9.969982982262648e-30,58.5217021107137
Age.csv,ENSG00000200525.1,ENSG00000200525,underexpressed,-0.263631105207355,1.92086104370072,-11.7039915112353,1.3774819896754799e-30,1.01727587253278e-29,58.492541954166
Age.csv,ENSG00000248905.10,ENSG00000248905,underexpressed,-0.266978940737226,2.77979729754084,-11.7089950445896,1.3038089980201199e-30,9.66291947248572e-30,58.4834524191054
Age.csv,ENSG00000164086.10,ENSG00000164086,overexpressed,0.3037289296605,4.09570647690403,11.7107100563521,1.2794685791787499e-30,9.486273362938749e-30,58.4769914667691
Age.csv,ENSG00000252438.1,ENSG00000252438,underexpressed,-0.410269486845316,2.1560092323891,-11.6986897295193,1.4600622610229198e-30,1.0769896929716e-29,58.4079487075255
Age.csv,ENSG00000252451.1,ENSG00000252451,underexpressed,-0.303138853798284,1.67602175859091,-11.6881745614686,1.6386714726779798e-30,1.20494705936862e-29,58.3417204493749
Age.csv,ENSG00000254205.1,ENSG00000254205,underexpressed,-0.318945381616034,1.77272419744573,-11.6892563028704,1.61933813372376e-30,1.19119783185844e-29,58.3397327060388
Age.csv,ENSG00000242795.2,ENSG00000242795,underexpressed,-0.524804552230511,2.85808369682072,-11.6957537687855,1.5078893611926299e-30,1.11095791976635e-29,58.3262472569787
Age.csv,ENSG00000244044.3,ENSG00000244044,underexpressed,-0.340701938069757,1.85142350065038,-11.6875109970633,1.6506442615487998e-30,1.21327527657259e-29,58.3149332808196
Age.csv,ENSG00000255358.1,ENSG00000255358,underexpressed,-0.280936656271976,1.70736926322432,-11.6721029816701,1.9544430499273497e-30,1.43208760666161e-29,58.1737486960537
Age.csv,ENSG00000269189.1,ENSG00000269189,underexpressed,-0.313668509001929,1.75492503380224,-11.6722938362669,1.9503597077011898e-30,1.42965406006483e-29,58.1664914461427
Age.csv,ENSG00000222960.1,ENSG00000222960,underexpressed,-0.351820383648705,1.89665810869776,-11.6716391702483,1.96440174482699e-30,1.43782054339573e-29,58.1443493409759
Age.csv,ENSG00000236327.2,ENSG00000236327,underexpressed,-0.289567503570662,1.66902412245289,-11.666169826521,2.08570768582441e-30,1.52291571703753e-29,58.10816986944
Age.csv,ENSG00000217527.1,ENSG00000217527,underexpressed,-0.451158644664827,2.45810896542156,-11.6716315114263,1.96456661303084e-30,1.43782054339573e-29,58.092481358311
Age.csv,ENSG00000274841.1,ENSG00000274841,underexpressed,-0.263208648011302,1.58908293100371,-11.6633931087792,2.15011204538901e-30,1.56811048784631e-29,58.0912990425059
Age.csv,ENSG00000286616.1,ENSG00000286616,underexpressed,-0.262041573074296,1.71397266893895,-11.6611163646227,2.20439079761547e-30,1.60582378957946e-29,58.0632421898756
Age.csv,ENSG00000242094.1,ENSG00000242094,underexpressed,-0.275213175381705,1.57767284579851,-11.6575623510158,2.2918531971117797e-30,1.66578737691346e-29,58.0292801782918
Age.csv,ENSG00000273802.2,ENSG00000273802,underexpressed,-0.509056809775815,3.88932846202742,-11.6733434378328,1.9280544271027397e-30,1.4138563308676e-29,58.0290287852649
Age.csv,ENSG00000239627.3,ENSG00000239627,underexpressed,-0.472725435113487,2.35978861601459,-11.6638108713767,2.1402975100367497e-30,1.5615597313601498e-29,58.0147159015935
Age.csv,ENSG00000259196.1,ENSG00000259196,underexpressed,-0.290966383672002,1.68580774143954,-11.6548431235905,2.3610919541348898e-30,1.7139846314110798e-29,57.9905157317288
Age.csv,ENSG00000275131.3,ENSG00000275131,underexpressed,-0.277769186528921,2.43413127727197,-11.6603269675869,2.22352645029363e-30,1.61913467215093e-29,57.9866151049796
Age.csv,ENSG00000232875.1,ENSG00000232875,underexpressed,-0.351717929423671,2.04200311609771,-11.6575551479224,2.2920339160964098e-30,1.66578737691346e-29,57.9750442941464
Age.csv,ENSG00000250461.1,ENSG00000250461,underexpressed,-0.332694825009611,2.35035508652608,-11.6561509032563,2.3275368559468498e-30,1.6902801526848998e-29,57.945844420383
Age.csv,ENSG00000198589.14,ENSG00000198589,underexpressed,-0.294509698549012,4.82520562463152,-11.6672608963009,2.06092867018906e-30,1.50540887832579e-29,57.9448315486986
Age.csv,ENSG00000227077.3,ENSG00000227077,overexpressed,0.281247080287773,2.81594022967439,11.6471405116456,2.56870408777711e-30,1.86037649724027e-29,57.9055344255683
Age.csv,ENSG00000240175.1,ENSG00000240175,underexpressed,-0.431709430504357,2.22704540782176,-11.6492443606404,2.5102621408262797e-30,1.81875230736267e-29,57.8698123886506
Age.csv,ENSG00000285621.1,ENSG00000285621,underexpressed,-0.305037661503923,1.68016665651598,-11.6416231555317,2.7284671532788698e-30,1.97455967828723e-29,57.8523542674077
Age.csv,ENSG00000241157.1,ENSG00000241157,underexpressed,-0.260838332213692,1.98434086394427,-11.6425078090293,2.7022018304101e-30,1.9563065200630098e-29,57.8314995162377
Age.csv,ENSG00000276216.1,ENSG00000276216,underexpressed,-0.363349194321734,2.02030014010019,-11.6401641042716,2.7723414620460197e-30,2.00553725974004e-29,57.7967904866879
Age.csv,ENSG00000248758.1,ENSG00000248758,underexpressed,-0.286092635056333,1.69251662389918,-11.6362160972539,2.8946047895565297e-30,2.09156381519651e-29,57.782485654462
Age.csv,ENSG00000219507.4,ENSG00000219507,overexpressed,0.341493381001276,3.01300769956988,11.6289466121576,3.1339054441778596e-30,2.26099224314955e-29,57.707056636512
Age.csv,ENSG00000283402.1,ENSG00000283402,underexpressed,-0.307279857258904,1.70292915611096,-11.6279966868788,3.16659344879373e-30,2.28369703623502e-29,57.6881343477693
Age.csv,ENSG00000232027.2,ENSG00000232027,underexpressed,-0.285127378684193,1.86863186370411,-11.6258101041534,3.24312888628994e-30,2.33709610637828e-29,57.6614857114786
Age.csv,ENSG00000110400.11,ENSG00000110400,overexpressed,0.512111252405365,4.6286858758386,11.6363308415096,2.8909769031837e-30,2.08974738920693e-29,57.6596028701352
Age.csv,ENSG00000212248.1,ENSG00000212248,underexpressed,-0.276576006627109,1.53524094252532,-11.6219716049208,3.3819551336740696e-30,2.4306020841937998e-29,57.6455692610872
Age.csv,ENSG00000224019.1,ENSG00000224019,underexpressed,-0.268332994641852,1.64109476012721,-11.6093473077536,3.88151267712792e-30,2.78004638402312e-29,57.5067808492389
Age.csv,ENSG00000229601.1,ENSG00000229601,underexpressed,-0.303463070954286,1.98645682717128,-11.6083603606384,3.92352420487898e-30,2.8090636272946497e-29,57.4547559766686
Age.csv,ENSG00000221676.1,ENSG00000221676,underexpressed,-0.613450996658771,3.07433568150662,-11.6159586503565,3.6113808512381494e-30,2.59250983572619e-29,57.4440238533107
Age.csv,ENSG00000235440.1,ENSG00000235440,underexpressed,-0.317452600225797,2.06621377780958,-11.6050058607575,4.069720766400339e-30,2.9104011489186996e-29,57.4085935265817
Age.csv,ENSG00000234523.1,ENSG00000234523,underexpressed,-0.302718062735373,1.9515320783725,-11.6027161405755,4.1726063391371295e-30,2.9817047508394e-29,57.40560469788
Age.csv,ENSG00000234274.1,ENSG00000234274,underexpressed,-0.269913893631159,1.58188284395921,-11.5994746481978,4.3226905547266395e-30,3.08425368678441e-29,57.403718142428
Age.csv,ENSG00000196890.4,ENSG00000196890,underexpressed,-0.2527474053389,2.04735816691267,-11.6005848184784,4.27069439859248e-30,3.04947413508937e-29,57.3621216087749
Age.csv,ENSG00000237387.1,ENSG00000237387,underexpressed,-0.302116596780725,1.70005725047325,-11.5954143156213,4.51827333432356e-30,3.21768303740476e-29,57.3474208639658
Age.csv,ENSG00000135905.20,ENSG00000135905,underexpressed,-0.297180755656453,3.65508440326867,-11.6097962128973,3.8625521945548e-30,2.76858059096136e-29,57.3464087888413
Age.csv,ENSG00000159840.16,ENSG00000159840,overexpressed,0.275015525588195,6.75815713879982,11.6074697530456,3.96182234576501e-30,2.83540112788478e-29,57.3034616951939
Age.csv,ENSG00000223908.5,ENSG00000223908,underexpressed,-0.252673130861107,1.64288654228021,-11.5896518153874,4.81102608244181e-30,3.41708546968737e-29,57.2923746599766
Age.csv,ENSG00000083097.14,ENSG00000083097,underexpressed,-0.263355208324064,3.51322877153475,-11.6037584384445,4.1254555732246795e-30,2.94913474247517e-29,57.2902049621479
Age.csv,ENSG00000207368.1,ENSG00000207368,underexpressed,-0.338512021896968,1.88204827838275,-11.5916231528684,4.7088152036507896e-30,3.34829247877489e-29,57.2797612058431
Age.csv,ENSG00000225216.6,ENSG00000225216,underexpressed,-0.296347920088133,1.78512950354911,-11.5878276898249,4.9075658733255295e-30,3.48433461967601e-29,57.2601078439145
Age.csv,ENSG00000252657.1,ENSG00000252657,underexpressed,-0.292465553443891,1.70353303852921,-11.585325019298,5.04315499507441e-30,3.5792471206055897e-29,57.2353413005199
Age.csv,ENSG00000252464.1,ENSG00000252464,underexpressed,-0.259437269422419,1.88135100786371,-11.5765607391877,5.547982776541289e-30,3.92417273462902e-29,57.1315239676365
Age.csv,ENSG00000234149.1,ENSG00000234149,underexpressed,-0.325272895779582,1.80226091613222,-11.5738204145526,5.71589706439618e-30,4.04141715544454e-29,57.1016733237592
Age.csv,ENSG00000162522.11,ENSG00000162522,overexpressed,0.262588413806851,6.04815341995938,11.5810649464694,5.2825665624745196e-30,3.74208397201273e-29,57.0122329147421
Age.csv,ENSG00000125245.13,ENSG00000125245,underexpressed,-0.315107974739754,2.5924736558444,-11.5697523857346,5.9745182324536496e-30,4.22109276852601e-29,56.9822176560828
Age.csv,ENSG00000236890.2,ENSG00000236890,underexpressed,-0.264217422307004,1.8627793446771,-11.5630635745943,6.42525202973713e-30,4.5310104351056097e-29,56.980303698224
Age.csv,ENSG00000237440.9,ENSG00000237440,underexpressed,-0.256918222013399,2.69998800132517,-11.5650368192265,6.288880252252439e-30,4.44152167815329e-29,56.9255797085752
Age.csv,ENSG00000265205.1,ENSG00000265205,underexpressed,-0.289440558255561,2.54048803705799,-11.5616640807948,6.523747977229969e-30,4.59701219221937e-29,56.9052287555139
Age.csv,ENSG00000234084.1,ENSG00000234084,underexpressed,-0.294234723167557,2.58712130025158,-11.5589443591963,6.71947011721169e-30,4.7313746418414797e-29,56.8733762041904
Age.csv,ENSG00000230551.4,ENSG00000230551,underexpressed,-0.28419531005244,3.33765224925644,-11.5645127343063,6.32481706713515e-30,4.4618622995607797e-29,56.8709393461322
Age.csv,ENSG00000228107.1,ENSG00000228107,underexpressed,-0.267446175984541,2.38648285657663,-11.5452371382268,7.79826135778872e-30,5.46023839303474e-29,56.7425872192604
Age.csv,ENSG00000207326.1,ENSG00000207326,underexpressed,-0.333394228095462,1.8322221795542,-11.5408363665052,8.17982886502019e-30,5.72313427266127e-29,56.7334705080973
Age.csv,ENSG00000207633.3,ENSG00000207633,underexpressed,-0.346861344328214,1.8585855328279,-11.5376937908254,8.463598333253629e-30,5.91726341912678e-29,56.7025590291131
Age.csv,ENSG00000265093.2,ENSG00000265093,underexpressed,-0.297512373303079,1.77068422621014,-11.5349015811567,8.723921025958719e-30,6.09018647580698e-29,56.6878702286468
Age.csv,ENSG00000200575.1,ENSG00000200575,underexpressed,-0.289339337621122,1.69860383742062,-11.5332404474113,8.88254822391502e-30,6.19631236832272e-29,56.6724195742075
Age.csv,ENSG00000239407.5,ENSG00000239407,underexpressed,-0.291320656343507,2.60239080216464,-11.5406266812305,8.198465294683949e-30,5.73403475009998e-29,56.671275865119
Age.csv,ENSG00000115760.14,ENSG00000115760,underexpressed,-0.327240043210265,5.20601199198481,-11.5486513085346,7.51446069362757e-30,5.26348968226535e-29,56.667631401063
Age.csv,ENSG00000203804.5,ENSG00000203804,underexpressed,-0.279509596117114,1.82194027010089,-11.5293721900454,9.26313056830405e-30,6.44502237389641e-29,56.6356219856142
Age.csv,ENSG00000236709.1,ENSG00000236709,underexpressed,-0.323716987197734,1.78816604729202,-11.5297873173916,9.221524158036469e-30,6.4208370510931e-29,56.6306482325551
Age.csv,ENSG00000244682.7,ENSG00000244682,underexpressed,-0.310048452791972,2.96119983234528,-11.5368940036805,8.537365179928219e-30,5.96661311643419e-29,56.5977633023166
Age.csv,ENSG00000286771.1,ENSG00000286771,underexpressed,-0.352311265007651,1.94232339336565,-11.5241219633294,9.80570879195939e-30,6.81494944496384e-29,56.5513811740305
Age.csv,ENSG00000199627.1,ENSG00000199627,underexpressed,-0.415481955653082,2.75614265306733,-11.5234622959563,9.876075940590518e-30,6.86131231457767e-29,56.4777667491937
Age.csv,ENSG00000266124.1,ENSG00000266124,underexpressed,-0.338851467720989,2.97222846604665,-11.5249110551886,9.722189649398039e-30,6.75940820768749e-29,56.4634098176361
Age.csv,ENSG00000270061.1,ENSG00000270061,underexpressed,-0.340638796639648,2.51516215184716,-11.5174774910076,1.05378344290528e-29,7.30213144514856e-29,56.430057975278
Age.csv,ENSG00000213287.3,ENSG00000213287,underexpressed,-0.298850178149251,1.69708802490956,-11.5092474757881,1.15203272714184e-29,7.953562714658339e-29,56.4195695819572
Age.csv,ENSG00000259318.1,ENSG00000259318,underexpressed,-0.329475158817969,2.91310266116961,-11.5160735938311,1.06993373228816e-29,7.4113061116179e-29,56.3781238426311
Age.csv,ENSG00000229853.1,ENSG00000229853,underexpressed,-0.287007665494386,1.72932615659314,-11.5033420679981,1.22808637886747e-29,8.46305815385602e-29,56.3545903905735
Age.csv,ENSG00000228403.1,ENSG00000228403,underexpressed,-0.29676100437227,1.98184076369833,-11.504702460681,1.21013590536174e-29,8.34242165114866e-29,56.3466644861311
Age.csv,ENSG00000259659.1,ENSG00000259659,underexpressed,-0.262718287983676,2.17723156981465,-11.5026888427245,1.23679945921063e-29,8.51997218357433e-29,56.3092084228612
Age.csv,ENSG00000286864.1,ENSG00000286864,underexpressed,-0.352100340597276,2.0279683058452,-11.5012225423035,1.25658200446651e-29,8.64989550083772e-29,56.305849639265
Age.csv,ENSG00000198816.7,ENSG00000198816,overexpressed,0.260705585065538,4.58821876265431,11.512681752953,1.1099746871646199e-29,7.67449509098192e-29,56.2976275576842
Age.csv,ENSG00000208883.1,ENSG00000208883,underexpressed,-0.29629431214138,1.64981012665399,-11.4945843605074,1.3501456636754e-29,9.2803343199792e-29,56.2682657290339
Age.csv,ENSG00000259392.2,ENSG00000259392,underexpressed,-0.285865327793228,1.94100939848587,-11.4949373105407,1.34500116786437e-29,9.24836213592368e-29,56.2465284453773
Age.csv,ENSG00000279176.1,ENSG00000279176,underexpressed,-0.324848839635169,1.79466209135428,-11.4921383465675,1.38633904723103e-29,9.522133961171609e-29,56.2257240390901
Age.csv,ENSG00000275940.1,ENSG00000275940,underexpressed,-0.280618089847501,1.7663099677629,-11.4895659683654,1.42544203575607e-29,9.783549837801839e-29,56.207825312293
Age.csv,ENSG00000231707.4,ENSG00000231707,underexpressed,-0.265656608476442,1.92789743739765,-11.4845294820839,1.50520150664324e-29,1.03121146317071e-28,56.1377421647362
Age.csv,ENSG00000260891.1,ENSG00000260891,underexpressed,-0.250553715521158,2.24933421018138,-11.4847433676264,1.5017259431204499e-29,1.02920625652369e-28,56.1171963177703
Age.csv,ENSG00000269821.1,ENSG00000269821,underexpressed,-0.293559498777964,1.84688213995304,-11.482426384272,1.5398044117853998e-29,1.05414785241863e-28,56.115891198742
Age.csv,ENSG00000187762.5,ENSG00000187762,underexpressed,-0.429902620838656,2.45825582280329,-11.4841150837237,1.51195807986968e-29,1.03546220015318e-28,56.0775676868819
Age.csv,ENSG00000230575.1,ENSG00000230575,underexpressed,-0.361047855898679,1.90610187085491,-11.4772236616784,1.62883829047479e-29,1.1134748051284999e-28,56.0553871256559
Age.csv,ENSG00000236047.1,ENSG00000236047,underexpressed,-0.304801713350668,2.33816701014012,-11.4764569678334,1.64238390810609e-29,1.12232558645734e-28,56.0114034995783
Age.csv,ENSG00000225805.4,ENSG00000225805,underexpressed,-0.274206691096581,2.16150520835929,-11.4712075199341,1.73818244389676e-29,1.18606134167389e-28,55.9669710998859
Age.csv,ENSG00000203506.5,ENSG00000203506,underexpressed,-0.343791428251388,1.89729626464588,-11.4616167668993,1.92775816310101e-29,1.31069075375289e-28,55.8940548514617
Age.csv,ENSG00000207327.1,ENSG00000207327,underexpressed,-0.350078532439456,2.39570663686901,-11.4612780388334,1.9348164468869e-29,1.31497416343132e-28,55.8405503916953
Age.csv,ENSG00000282420.1,ENSG00000282420,underexpressed,-0.318435832361088,2.44339369036224,-11.4619600613016,1.9206308184681298e-29,1.30675346002268e-28,55.8367595392129
Age.csv,ENSG00000252985.1,ENSG00000252985,underexpressed,-0.428722582872144,2.37320555281903,-11.4599932094026,1.96182330366121e-29,1.33284612568189e-28,55.8204968681141
Age.csv,ENSG00000107290.14,ENSG00000107290,underexpressed,-0.253439555927372,5.35922916291605,-11.4694828414451,1.77085195044314e-29,1.2079142140513599e-28,55.8157718315332
Age.csv,ENSG00000269001.2,ENSG00000269001,underexpressed,-0.250634397731544,3.12736705064767,-11.4539371859437,2.09424680488119e-29,1.421783625261e-28,55.7030671385135
Age.csv,ENSG00000212411.1,ENSG00000212411,underexpressed,-0.431472025828164,2.32833926459311,-11.4475829380475,2.24274048416082e-29,1.51984559255378e-28,55.6888514234714
Age.csv,ENSG00000250853.1,ENSG00000250853,underexpressed,-0.347896223405432,1.99498121011389,-11.4419486174161,2.38312938010873e-29,1.61207143570428e-28,55.6702579484638
Age.csv,ENSG00000231747.1,ENSG00000231747,overexpressed,0.360870932249743,2.69858583965664,11.4300150781821,2.7099414481308897e-29,1.82721357598991e-28,55.5971311829811
Age.csv,ENSG00000240522.1,ENSG00000240522,underexpressed,-0.265164832586405,2.2864924713432,-11.4373212271642,2.5049294167964998e-29,1.69263206052841e-28,55.5967082440997
Age.csv,ENSG00000201294.1,ENSG00000201294,underexpressed,-0.280103515322398,1.71956415585669,-11.4308298107596,2.68627856155261e-29,1.81256162797136e-28,55.5837704549919
Age.csv,ENSG00000270553.1,ENSG00000270553,underexpressed,-0.272127902815334,1.69380777077478,-11.4303519322795,2.70013294777081e-29,1.82125472255609e-28,55.5821817667023
Age.csv,ENSG00000244538.1,ENSG00000244538,overexpressed,0.319849251578366,2.09244531371606,11.4236945996675,2.90068225072252e-29,1.95021496985853e-28,55.5639846100725
Age.csv,ENSG00000271843.1,ENSG00000271843,underexpressed,-0.26873781014856,2.44575196530292,-11.4314357745068,2.6688122667686797e-29,1.80142427132231e-28,55.5305395266415
Age.csv,ENSG00000239005.1,ENSG00000239005,underexpressed,-0.281900377592524,1.93192114591049,-11.4273348611105,2.7892551320047297e-29,1.87664446793919e-28,55.525421708377
Age.csv,ENSG00000187240.16,ENSG00000187240,underexpressed,-0.299896496543044,3.10766557155576,-11.4359821692089,2.54131489681264e-29,1.71660010206739e-28,55.5196470244576
Age.csv,ENSG00000232693.2,ENSG00000232693,underexpressed,-0.365458201508979,2.08156662524508,-11.4274282730963,2.78645247744388e-29,1.8754314880477999e-28,55.5014801725163
Age.csv,ENSG00000229276.1,ENSG00000229276,underexpressed,-0.253648290177019,1.6415491608403,-11.4202389717866,3.01054376782544e-29,2.0204572449685e-28,55.4872988810048
Age.csv,ENSG00000223305.1,ENSG00000223305,underexpressed,-0.280330900086925,1.91179089587143,-11.422658535313,2.93319622075311e-29,1.9713684954814298e-28,55.4736230150992
Age.csv,ENSG00000197747.9,ENSG00000197747,overexpressed,0.285286805094395,9.64441806498442,11.4286868836491,2.74896175359797e-29,1.8520589483343598e-28,55.4607897123441
Age.csv,ENSG00000200953.1,ENSG00000200953,underexpressed,-0.315503096028783,2.70871985202951,-11.4286601900147,2.74975166388272e-29,1.8520589483343598e-28,55.4571638616216
Age.csv,ENSG00000069399.15,ENSG00000069399,overexpressed,0.333289638389237,5.50464886129193,11.4290293007065,2.73884900994096e-29,1.8460413125574e-28,55.3808948345115
Age.csv,ENSG00000199781.1,ENSG00000199781,underexpressed,-0.307433250469621,1.78705002652878,-11.4107327307646,3.33454680979454e-29,2.23470629003666e-28,55.3580463013583
Age.csv,ENSG00000257802.1,ENSG00000257802,underexpressed,-0.266628987946558,1.69662864911074,-11.4084500367935,3.41736799108094e-29,2.2893924563105797e-28,55.3542248145782
Age.csv,ENSG00000228280.1,ENSG00000228280,underexpressed,-0.417595248727028,2.50293119997474,-11.4069411388166,3.47323227897168e-29,2.3259868293092e-28,55.2484350586638
