csvfile,Ensembl,Ensembl_no_version,Expression,logFC,AveExpr,t,P.Value,adj.P.Val,B
Age.csv,ENSG00000277948.1,ENSG00000277948,underexpressed,-0.41312947615192,1.78565442421019,-19.7138703959768,9.362992981751599e-79,5.01802921004847e-76,168.530908874272
Age.csv,ENSG00000200792.1,ENSG00000200792,underexpressed,-1.15650823041364,3.11089145611216,-19.6322778994126,3.55215946636796e-78,1.85087242417028e-75,167.239419731456
Age.csv,ENSG00000212205.1,ENSG00000212205,underexpressed,-0.504152479081059,1.97609778692602,-19.5334539821258,1.77730563845257e-77,9.01045923407925e-75,165.627469128999
Age.csv,ENSG00000273035.1,ENSG00000273035,underexpressed,-0.470132701531149,2.05797374489737,-19.5314213575097,1.83704811012902e-77,9.06824959205268e-75,165.594408945591
Age.csv,ENSG00000278637.2,ENSG00000278637,underexpressed,-0.958066137466112,2.86632178860664,-19.4843304704534,3.9490693468648194e-77,1.8994010976536e-74,164.845749202722
Age.csv,ENSG00000200105.1,ENSG00000200105,underexpressed,-0.607301049066759,2.07321394205255,-19.3810274781385,2.10752009035704e-76,9.883215463729331e-74,163.174179485665
Age.csv,ENSG00000240233.3,ENSG00000240233,underexpressed,-0.483503994735338,2.09206040662884,-19.3467918713451,3.66636260471019e-76,1.677405603394e-73,162.619314603486
Age.csv,ENSG00000212195.2,ENSG00000212195,underexpressed,-0.832332778637554,2.72644175023578,-19.2576810693935,1.54458195832626e-75,6.898397231972371e-73,161.19946291501
Age.csv,ENSG00000272211.1,ENSG00000272211,underexpressed,-0.584582848161247,2.39766572637438,-19.1530596550602,8.3110304287557e-75,3.62554206471162e-72,159.524498714325
Age.csv,ENSG00000279897.2,ENSG00000279897,underexpressed,-0.503175855449919,2.07558796916398,-19.1493880974793,8.81565873649661e-75,3.7582756040728e-72,159.459884081997
Age.csv,ENSG00000273768.1,ENSG00000273768,underexpressed,-0.758240011230021,2.55635545267648,-19.1403087873801,1.01987304176545e-74,4.25128411498584e-72,159.32213618442
Age.csv,ENSG00000274093.1,ENSG00000274093,underexpressed,-0.597753931654734,2.33024596950004,-19.0940653468966,2.1408957218346102e-74,8.73020042395077e-72,158.583455650732
Age.csv,ENSG00000198786.2,ENSG00000198786,overexpressed,0.662435254811611,10.29010771903,19.080629098274,2.65503890397509e-74,1.05964297363329e-71,158.370390715728
Age.csv,ENSG00000222610.1,ENSG00000222610,underexpressed,-0.651253168235731,2.23206612958292,-19.0763249643388,2.84449549235287e-74,1.1116051342824e-71,158.300096231486
Age.csv,ENSG00000275126.2,ENSG00000275126,underexpressed,-0.848062689312364,2.5113383400952,-19.0472687496883,4.52863147820107e-74,1.73363406669583e-71,157.839878633011
Age.csv,ENSG00000252975.1,ENSG00000252975,underexpressed,-0.64766752194186,2.28559461900764,-19.0254915000822,6.41504142599634e-74,2.40666694137679e-71,157.492468090201
Age.csv,ENSG00000242559.3,ENSG00000242559,underexpressed,-0.546502021039749,1.99493989116082,-19.010248130562,8.184427619056061e-74,3.0102645740834e-71,157.243984990963
Age.csv,ENSG00000183598.4,ENSG00000183598,underexpressed,-0.764007041813935,2.72390393698838,-18.8196567394808,1.70166067020424e-72,6.13841362532523e-70,154.234105810053
Age.csv,ENSG00000207789.1,ENSG00000207789,underexpressed,-0.476836125991865,2.01800122385009,-18.8097761940973,1.99044325871409e-72,7.02953282485662e-70,154.068977841806
Age.csv,ENSG00000200685.1,ENSG00000200685,underexpressed,-0.465737354790779,1.70822433741466,-18.8087333330449,2.02364203295798e-72,7.02953282485662e-70,154.040991187177
Age.csv,ENSG00000278463.2,ENSG00000278463,underexpressed,-0.812777432048184,2.59860128392994,-18.7713088870085,3.6623399027458497e-72,1.24905767083103e-69,153.471976875253
Age.csv,ENSG00000201470.1,ENSG00000201470,underexpressed,-0.499760898363201,1.88496241059023,-18.7491225920245,5.20381779571441e-72,1.74309311092877e-69,153.113600249573
Age.csv,ENSG00000207344.1,ENSG00000207344,underexpressed,-0.76868558778137,2.62701980023557,-18.7470834536291,5.37449945313744e-72,1.76868176740267e-69,153.090565326245
Age.csv,ENSG00000234361.1,ENSG00000234361,underexpressed,-0.504581435005847,1.85271367728771,-18.6947234852493,1.22992301724785e-71,3.97774068233366e-69,152.256372738058
Age.csv,ENSG00000274618.2,ENSG00000274618,underexpressed,-0.960655923924117,2.89120363106054,-18.6567604565679,2.23939695726913e-71,7.11976408889057e-69,151.6715625241
Age.csv,ENSG00000251892.1,ENSG00000251892,underexpressed,-0.680267774866094,2.41192612947436,-18.6139945893917,4.3941855584034796e-71,1.3737688784088701e-68,151.001332505966
Age.csv,ENSG00000142669.15,ENSG00000142669,overexpressed,0.432198724484896,8.32338016614904,18.5708152067466,8.66944968163122e-71,2.66592683816456e-68,150.32218191388
Age.csv,ENSG00000227170.1,ENSG00000227170,underexpressed,-0.632020568386834,2.24354139992673,-18.5565750519232,1.0844622958855199e-70,3.2810231848743003e-68,150.10264783964
Age.csv,ENSG00000223642.7,ENSG00000223642,underexpressed,-0.450952738330943,1.74747556326293,-18.5449763186093,1.3012649700503499e-70,3.87446481082612e-68,149.905686952171
Age.csv,ENSG00000276410.4,ENSG00000276410,underexpressed,-0.825531040593426,2.60086851038718,-18.4916180965251,3.00644355434163e-70,8.81169815505316e-68,149.08922259204
Age.csv,ENSG00000223450.1,ENSG00000223450,underexpressed,-0.564243547741674,2.08627693970282,-18.479977658497,3.6082648678980596e-70,1.04128972910818e-67,148.906264222014
Age.csv,ENSG00000221303.1,ENSG00000221303,underexpressed,-0.388410700565875,1.53056038860816,-18.3916439872401,1.43726507234283e-69,4.08488154954647e-67,147.506762152551
